Sno,Target,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16
26,153000,844,39,0,0,0,0,0,0,0,0,0,0,0,0,2,0
27,153000,821,34,0,0,0,0,0,0,0,0,0,0,0,0,1,202500
28,153000,880,43,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29,153000,841,44,0,0,0,0,0,0,0,0,0,0,0,0,2,156000
30,153000,817,36,0,0,0,0,0,0,1,500000,0,0,0,0,1,18000
31,153000,805,25,0,0,0,0,0,0,1,500000,0,0,0,0,2,32000
32,153000,811,32,0,0,0,0,0,0,1,499000,0,0,0,0,2,129000
33,153000,879,30,0,0,0,0,0,0,0,0,0,0,0,0,1,50000
34,153000,828,32,0,0,0,0,1,365000,0,0,0,0,0,0,2,0
35,153000,833,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0
36,153000,767,32,0,0,0,0,0,0,0,0,0,0,0,0,2,105000
37,154000,836,33,0,0,0,0,1,470000,0,0,0,0,0,0,1,514875
38,155000,816,36,0,0,1,800000,1,75000,0,0,0,0,0,0,2,50000
39,155000,840,32,0,0,0,0,1,75000,1,215000,0,0,0,0,1,177000
40,155000,744,33,1,950000,0,0,0,0,0,0,0,0,0,0,2,75000
41,156000,831,33,0,0,0,0,0,0,1,400000,0,0,0,0,2,0
42,156000,853,36,0,0,0,0,1,75000,0,0,0,0,0,0,2,46000
43,157000,845,39,0,0,0,0,0,0,2,654482,0,0,0,0,2,135000
44,158000,833,35,0,0,0,0,1,255000,0,0,0,0,0,0,4,78000
45,158000,843,45,0,0,0,0,1,150000,1,355000,0,0,0,0,1,45100
46,159000,836,35,0,0,0,0,0,0,1,366438,0,0,0,0,1,135000
47,160000,837,48,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48,161000,844,30,1,990000,0,0,0,0,0,0,0,0,0,0,2,98000
49,162000,826,29,0,0,0,0,0,0,1,526590,0,0,0,0,1,0
50,162000,848,31,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51,162000,843,53,0,0,0,0,0,0,1,526851,0,0,0,0,1,50000
52,163000,867,42,1,1000000,0,0,0,0,0,0,0,0,0,0,2,197000
53,163000,886,32,1,1000000,0,0,0,0,0,0,0,0,0,0,0,0
54,163000,849,44,0,0,0,0,1,75000,0,0,0,0,0,0,2,116000
55,163000,871,32,0,0,1,1000000,0,0,0,0,0,0,0,0,2,0
56,163000,776,39,1,1000000,0,0,0,0,0,0,0,0,0,0,0,0
57,163000,864,46,0,0,0,0,0,0,0,0,0,0,0,0,2,210000
58,163000,852,33,0,0,0,0,0,0,0,0,0,0,0,0,1,197000
59,163000,825,40,0,0,1,1000000,0,0,0,0,0,0,0,0,2,162150
60,163000,844,40,0,0,1,1000000,0,0,0,0,0,0,0,0,1,164000
61,163000,841,41,0,0,1,1000000,0,0,0,0,0,0,0,0,1,0
62,163000,861,35,0,0,1,1000000,0,0,0,0,0,0,0,0,1,71000
63,164000,818,33,0,0,0,0,1,300000,0,0,0,0,0,0,1,0
64,164000,788,32,0,0,0,0,2,500000,0,0,0,0,0,0,2,44000
65,164000,826,34,0,0,0,0,0,0,0,0,0,0,0,0,2,99000
66,164000,849,52,0,0,0,0,0,0,0,0,0,0,0,0,2,78000
67,164000,880,41,0,0,0,0,0,0,0,0,0,0,0,0,2,52000
68,164000,861,53,0,0,0,0,0,0,0,0,0,0,0,0,1,0
69,164000,827,42,0,0,0,0,1,500000,0,0,0,0,0,0,1,0
70,164000,841,32,0,0,0,0,1,500000,0,0,0,0,0,0,0,0
71,164000,816,31,0,0,0,0,1,500000,0,0,0,0,0,0,2,123750
72,164000,828,46,0,0,0,0,1,500000,0,0,0,0,0,0,2,0
73,164000,852,36,0,0,0,0,1,300000,0,0,0,0,0,0,2,155000
74,164000,833,29,0,0,0,0,1,500000,0,0,0,0,0,0,1,0
75,164000,869,47,0,0,0,0,0,0,0,0,0,0,0,0,1,106000
76,165000,854,42,0,0,0,0,1,75000,2,350000,0,0,0,0,2,0
77,165000,862,36,0,0,0,0,0,0,0,0,0,0,0,0,1,0
78,166000,880,44,1,1017252,0,0,0,0,0,0,0,0,0,0,1,0
79,166000,816,40,0,0,0,0,0,0,1,250000,0,0,0,0,1,20000
80,167000,817,30,1,1025000,0,0,0,0,0,0,0,0,0,0,2,106000
81,167000,778,37,0,0,1,763165,0,0,0,0,0,0,0,0,1,0
82,168000,842,32,0,0,0,0,0,0,0,0,0,0,0,0,1,0
83,168000,768,47,1,650000,0,0,0,0,0,0,0,0,0,0,1,0
84,169000,897,53,0,0,0,0,0,0,0,0,0,0,0,0,1,0
85,169000,846,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0
86,169000,813,39,0,0,0,0,0,0,0,0,0,0,0,0,1,0
87,169000,834,55,0,0,0,0,0,0,0,0,0,0,0,0,2,40000
88,169000,806,33,0,0,0,0,0,0,1,375000,0,0,0,0,1,0
89,170000,880,46,0,0,0,0,1,516000,0,0,0,0,0,0,2,600000
90,171000,826,34,0,0,0,0,1,40000,0,0,0,0,0,0,2,0
91,172000,778,52,0,0,0,0,1,300000,0,0,0,0,0,0,3,293110
92,172000,805,35,0,0,0,0,1,107000,0,0,0,0,0,0,2,0
93,172000,823,38,0,0,0,0,0,0,1,400000,0,0,0,0,1,0
94,173000,825,48,0,0,0,0,0,0,1,282343,0,0,0,0,2,221000
95,173000,846,30,1,1060161,0,0,0,0,0,0,0,0,0,0,1,123000
96,173000,858,36,0,0,0,0,1,60000,1,500000,0,0,0,0,0,0
97,174000,810,45,0,0,0,0,0,0,0,0,0,0,0,0,2,150000
98,175000,767,54,0,0,0,0,0,0,1,570000,0,0,0,0,2,207000
99,175000,721,55,0,0,0,0,0,0,1,429000,0,0,0,0,1,0
100,176000,869,53,0,0,1,1078282,0,0,0,0,0,0,0,0,2,0
101,176000,842,49,1,1080000,0,0,0,0,0,0,0,0,0,0,2,186000
102,177000,759,30,0,0,0,0,0,0,0,0,0,0,0,0,1,0
103,177000,845,33,1,1087587,0,0,0,0,0,0,0,0,0,0,1,0
104,178000,842,41,0,0,0,0,1,75000,0,0,0,0,0,0,2,346500
105,178000,844,42,0,0,0,0,0,0,0,0,0,0,0,0,2,189000
106,178000,846,44,0,0,0,0,0,0,1,580000,0,0,0,0,2,0
107,178000,819,31,0,0,0,0,1,75000,1,500000,0,0,0,0,2,0
108,179000,733,35,1,1100000,0,0,0,0,0,0,0,0,0,0,1,0
109,179000,847,38,1,1100000,0,0,0,0,0,0,0,0,0,0,1,0
110,179000,858,42,1,1100000,0,0,0,0,0,0,0,0,0,0,1,0
111,180000,849,34,0,0,0,0,1,348520,0,0,0,0,0,0,1,0
112,180000,844,41,0,0,1,163682,0,0,0,0,0,0,0,0,1,0
113,181000,801,48,0,0,0,0,0,0,0,0,0,0,0,0,2,225000
114,181000,837,44,0,0,0,0,0,0,1,340000,0,0,0,0,0,0
115,181000,778,39,0,0,0,0,0,0,0,0,0,0,0,0,2,0
116,182000,859,30,0,0,0,0,1,553000,0,0,0,0,0,0,0,0
117,182000,812,45,0,0,0,0,1,250000,0,0,0,0,0,0,3,69000
118,183000,866,49,0,0,1,1125000,0,0,0,0,0,0,0,0,1,0
119,184000,783,31,0,0,0,0,0,0,1,600000,0,0,0,0,1,22000
120,184000,822,46,0,0,0,0,0,0,1,391440,0,0,0,0,2,80000
121,184000,830,46,0,0,0,0,0,0,0,0,0,0,0,0,1,30000
122,184000,787,38,0,0,0,0,0,0,1,600000,0,0,0,0,2,247000
123,184000,857,32,0,0,0,0,0,0,0,0,0,0,0,0,2,270000
124,184000,801,36,0,0,1,600000,0,0,0,0,0,0,0,0,1,39000
125,184000,823,30,0,0,0,0,0,0,0,0,0,0,0,0,2,150000
126,184000,858,37,0,0,0,0,0,0,0,0,0,0,0,0,2,0
127,185000,803,34,0,0,1,1135563,0,0,0,0,0,0,0,0,2,0
128,186000,862,38,0,0,0,0,1,150000,0,0,0,0,0,0,4,278000
129,186000,854,30,0,0,1,1040000,0,0,0,0,0,0,0,0,1,0
130,187000,801,35,0,0,0,0,0,0,1,610000,0,0,0,0,2,50000
131,187000,790,38,0,0,0,0,1,180000,0,0,0,0,0,0,2,80000
132,188000,820,53,0,0,1,1150000,0,0,0,0,0,0,0,0,2,859500
133,188000,864,51,0,0,0,0,0,0,1,406532,0,0,0,0,2,0
134,188000,827,36,0,0,0,0,0,0,0,0,0,0,0,0,2,0
135,188000,870,46,0,0,0,0,0,0,1,399000,0,0,0,0,1,0
136,189000,846,30,0,0,0,0,0,0,1,615540,0,0,0,0,1,0
137,189000,867,45,1,300000,1,300000,0,0,2,614482,0,0,0,0,2,230000
138,190000,814,48,0,0,1,600000,0,0,0,0,0,0,0,0,1,90000
139,191000,844,52,0,0,0,0,0,0,1,300000,0,0,0,0,1,0
140,192000,765,34,0,0,0,0,0,0,1,625732,0,0,0,0,1,295000
141,193000,752,36,0,0,0,0,1,349000,1,254147,0,0,0,0,1,42000
142,193000,820,50,0,0,0,0,0,0,1,388000,0,0,0,0,2,56900
143,193000,789,34,0,0,0,0,0,0,1,327698,0,0,0,0,2,0
144,194000,848,34,0,0,1,1000000,0,0,0,0,0,0,0,0,2,0
145,194000,860,35,0,0,0,0,0,0,1,632500,0,0,0,0,1,0
146,195000,833,30,0,0,0,0,1,592000,0,0,0,0,0,0,1,0
147,196000,838,37,1,1200000,0,0,0,0,0,0,0,0,0,0,1,0
148,196000,830,44,0,0,1,1200000,0,0,0,0,0,0,0,0,1,0
149,196000,852,37,1,1200000,0,0,0,0,0,0,0,0,0,0,2,60000
150,196000,847,35,0,0,0,0,0,0,0,0,0,0,0,0,2,0
151,197000,826,33,0,0,0,0,1,500000,0,0,0,0,0,0,3,457500
152,197000,824,36,0,0,0,0,1,600000,0,0,0,0,0,0,2,98000
153,197000,824,26,0,0,0,0,1,500000,0,0,0,0,0,0,2,218000
154,197000,826,33,0,0,0,0,1,600000,0,0,0,0,0,0,1,0
155,197000,852,33,0,0,0,0,0,0,0,0,0,0,0,0,2,101000
156,198000,823,40,0,0,0,0,0,0,1,0,0,0,0,0,2,20000
157,199000,839,40,1,1218697,0,0,0,0,0,0,0,0,0,0,1,0
158,200000,844,46,0,0,1,800000,0,0,0,0,0,0,0,0,1,100000
159,200000,819,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0
160,201000,841,46,0,0,1,1030184,0,0,0,0,0,0,0,0,2,0
161,201000,803,36,0,0,0,0,1,200000,1,440000,0,0,0,0,3,65000
162,202000,870,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0
163,203000,815,41,1,1242916,0,0,0,0,0,0,0,0,0,0,2,34000
164,203000,850,41,0,0,0,0,1,203581,0,0,0,0,0,0,0,0
165,203000,830,40,0,0,0,0,0,0,0,0,0,0,0,0,2,87000
166,204000,848,54,0,0,0,0,0,0,0,0,0,0,0,0,2,0
167,204000,815,32,1,1250000,0,0,0,0,0,0,0,0,0,0,1,0
168,205000,828,36,0,0,0,0,1,300000,0,0,0,0,0,0,2,51000
169,207000,831,50,1,862424,0,0,0,0,1,450156,0,0,0,0,1,0
170,207000,880,53,0,0,0,0,0,0,0,0,0,0,0,0,1,0
171,207000,841,45,0,0,0,0,0,0,1,675000,0,0,0,0,1,466000
172,207000,822,36,0,0,0,0,1,38836,0,0,0,0,0,0,3,135000
173,207000,823,29,0,0,0,0,0,0,1,600000,0,0,0,0,1,100000
174,208000,836,35,0,0,0,0,0,0,1,678000,0,0,0,0,2,160000
175,208000,827,29,0,0,0,0,0,0,1,556590,0,0,0,0,1,0
176,209000,828,33,0,0,0,0,1,199842,0,0,0,0,0,0,2,106000
177,209000,755,51,0,0,0,0,0,0,0,0,0,0,0,0,1,376000
178,209000,804,53,0,0,0,0,0,0,0,0,0,0,0,0,1,450000
179,209000,861,33,1,1280547,0,0,0,0,0,0,0,0,0,0,1,20000
180,211000,875,52,0,0,0,0,0,0,1,386415,0,0,0,0,1,0
181,211000,842,31,0,0,0,0,0,0,0,0,0,0,0,0,2,100000
182,211000,838,31,0,0,0,0,1,300000,0,0,0,0,0,0,0,0
183,212000,835,45,0,0,0,0,0,0,0,0,0,0,0,0,2,0
184,212000,839,29,0,0,2,1000000,0,0,0,0,0,0,0,0,1,0
185,212000,864,46,1,1300000,0,0,0,0,0,0,0,0,0,0,1,150000
186,212000,843,39,1,1300000,0,0,0,0,0,0,0,0,0,0,2,0
187,212000,856,33,0,0,1,1300000,0,0,0,0,0,0,0,0,2,44000
188,213000,855,37,0,0,0,0,1,40000,1,650000,0,0,0,0,1,155000
189,213000,788,39,0,0,0,0,3,648500,0,0,0,0,0,0,3,146000
190,214000,729,34,0,0,0,0,2,250000,0,0,0,0,0,0,0,0
191,214000,854,33,0,0,0,0,0,0,0,0,0,0,0,0,1,0
192,215000,805,29,0,0,0,0,0,0,1,400000,0,0,0,0,2,60000
193,215000,836,52,0,0,0,0,0,0,1,400000,0,0,0,0,1,0
194,215000,831,55,0,0,1,9900000,0,0,1,700000,0,0,0,0,2,0
195,215000,859,40,0,0,0,0,0,0,0,0,0,0,0,0,1,1500
196,215000,801,43,0,0,0,0,0,0,0,0,0,0,0,0,2,267000
197,215000,858,39,1,1240029,0,0,1,40000,0,0,0,0,0,0,1,0
198,215000,847,33,0,0,0,0,0,0,0,0,0,0,0,0,1,50000
199,216000,846,43,0,0,1,506888,1,40000,0,0,0,0,0,0,4,77000
200,217000,781,30,0,0,0,0,1,280000,0,0,0,0,0,0,2,37000
201,217000,857,33,1,1330000,0,0,0,0,0,0,0,0,0,0,1,0
202,218000,842,50,0,0,0,0,0,0,1,550000,0,0,0,0,1,0
203,219000,830,48,0,0,1,882470,0,0,0,0,0,0,0,0,1,0
204,219000,880,50,0,0,0,0,1,100000,0,0,0,0,0,0,0,0
205,220000,852,45,0,0,0,0,0,0,1,555598,0,0,0,0,1,0
206,220000,786,32,0,0,0,0,0,0,1,480000,0,0,0,0,1,142000
207,220000,860,39,1,1200000,0,0,1,75000,0,0,0,0,0,0,1,0
208,221000,866,48,0,0,1,410000,0,0,0,0,0,0,0,0,1,418000
209,222000,763,32,0,0,1,577775,0,0,0,0,0,0,0,0,2,0
210,223000,781,47,0,0,0,0,0,0,1,725000,0,0,0,0,1,320000
211,223000,806,44,0,0,0,0,0,0,1,725000,0,0,0,0,1,0
212,223000,857,35,0,0,1,894939,0,0,1,0,0,0,0,0,2,0
213,224000,846,48,0,0,0,0,0,0,1,729000,0,0,0,0,2,225000
214,224000,790,27,0,0,0,0,1,100000,1,406438,0,0,0,0,1,0
215,225000,868,54,1,1377871,0,0,0,0,0,0,0,0,0,0,1,0
216,226000,821,34,0,0,0,0,1,500000,0,0,0,0,0,0,3,40000
217,226000,836,31,0,0,0,0,1,246000,0,0,0,0,0,0,4,168750
218,226000,859,46,0,0,0,0,0,0,0,0,0,0,0,0,1,15000
219,227000,862,55,0,0,1,630000,0,0,1,405598,0,0,0,0,2,0
220,227000,866,31,1,1388075,0,0,0,0,0,0,0,0,0,0,2,52000
221,228000,863,52,2,1400000,0,0,0,0,0,0,0,0,0,0,0,0
222,228000,864,36,1,1400000,0,0,0,0,0,0,0,0,0,0,0,0
223,229000,845,28,0,0,0,0,0,0,2,744482,0,0,0,0,1,0
224,229000,846,50,0,0,0,0,0,0,0,0,0,0,0,0,2,208500
225,230000,870,35,0,0,0,0,0,0,0,0,0,0,0,0,1,40000
226,230000,851,53,0,0,0,0,0,0,0,0,0,0,0,0,1,180000
227,230000,819,37,0,0,0,0,0,0,1,450000,0,0,0,0,1,0
228,230000,854,33,0,0,0,0,1,400000,0,0,0,0,0,0,4,92000
229,230000,851,35,0,0,0,0,1,700000,0,0,0,0,0,0,1,0
230,230000,806,37,1,1240000,0,0,0,0,0,0,0,0,0,0,2,0
231,230000,801,34,0,0,0,0,1,300000,0,0,0,0,0,0,2,455625
232,231000,847,30,1,1415305,0,0,0,0,0,0,0,0,0,0,2,119000
233,232000,772,30,0,0,0,0,1,505000,0,0,0,0,0,0,3,80000
234,232000,832,35,1,1044850,0,0,0,0,0,0,0,0,0,0,2,73000
235,232000,835,46,0,0,0,0,0,0,0,0,0,0,0,0,2,0
236,232000,846,49,0,0,0,0,1,75000,1,675000,0,0,0,0,0,0
237,232000,831,40,0,0,0,0,0,0,1,755622,0,0,0,0,1,0
238,232000,842,43,1,621462,1,799709,0,0,0,0,0,0,0,0,1,0
239,232000,830,29,0,0,0,0,1,580000,0,0,0,0,0,0,1,0
240,233000,849,33,1,1436452,0,0,1,75000,0,0,0,0,0,0,1,0
241,233000,861,39,1,1428000,0,0,0,0,0,0,0,0,0,0,0,0
242,234000,831,46,0,0,0,0,0,0,0,0,0,0,0,0,1,0
243,234000,833,32,0,0,0,0,0,0,1,445000,0,0,0,0,2,659000
244,235000,869,42,0,0,0,0,0,0,0,0,0,0,0,0,2,111000
245,235000,791,43,0,0,0,0,1,100000,1,456590,0,0,0,0,0,0
246,235000,781,35,0,0,0,0,0,0,1,550000,0,0,0,0,1,140000
247,237000,825,35,1,1450030,0,0,0,0,0,0,0,0,0,0,2,0
248,237000,834,36,1,1000000,0,0,0,0,0,0,0,0,0,0,1,0
249,237000,880,38,0,0,1,1453200,0,0,0,0,0,0,0,0,2,57000
250,238000,880,42,0,0,0,0,0,0,0,0,0,0,0,0,1,30000
251,238000,774,52,0,0,0,0,1,180000,0,0,0,0,0,0,1,0
252,238000,864,38,1,985088,0,0,0,0,0,0,0,0,0,0,2,0
253,239000,721,28,0,0,0,0,1,210000,0,0,0,0,0,0,3,57000
254,240000,891,39,1,1470000,0,0,0,0,0,0,0,0,0,0,1,35000
255,240000,797,38,0,0,0,0,0,0,0,0,0,0,0,0,1,344250
256,241000,793,51,1,81700,0,0,1,75000,1,580000,0,0,0,0,0,0
257,243000,792,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,243000,844,45,0,0,0,0,0,0,0,0,0,0,0,0,2,0
259,243000,801,32,0,0,0,0,1,250000,0,0,0,0,0,0,1,0
260,243000,876,50,1,1488000,0,0,0,0,0,0,0,0,0,0,1,0
261,245000,858,40,1,1500000,0,0,0,0,0,0,0,0,0,0,1,0
262,245000,858,39,1,1500000,0,0,0,0,0,0,0,0,0,0,2,94000
263,245000,859,47,1,1502000,0,0,0,0,0,0,0,0,0,0,1,0
264,245000,729,31,0,0,1,1500000,0,0,0,0,0,0,0,0,1,80000
265,245000,810,48,0,0,0,0,0,0,0,0,0,0,0,0,2,0
266,245000,826,36,0,0,0,0,0,0,0,0,0,0,0,0,1,72000
267,245000,837,36,1,1500000,0,0,0,0,0,0,0,0,0,0,1,0
268,245000,842,33,1,1500000,0,0,0,0,0,0,0,0,0,0,1,0
269,245000,861,44,1,1500000,0,0,0,0,0,0,0,0,0,0,0,0
270,245000,851,32,1,1500000,0,0,0,0,0,0,0,0,0,0,2,10000
271,245000,876,39,0,0,1,1500000,0,0,0,0,0,0,0,0,1,0
272,245000,834,44,1,1121505,0,0,0,0,1,200000,0,0,0,0,0,0
273,246000,786,30,1,500000,0,0,1,500000,0,0,0,0,0,0,2,75000
274,246000,826,40,0,0,0,0,0,0,1,400000,0,0,0,0,2,0
275,246000,839,54,0,0,0,0,0,0,1,800000,0,0,0,0,2,100000
276,246000,870,47,0,0,0,0,0,0,1,500000,0,0,0,0,2,100000
277,246000,823,45,0,0,1,900000,1,50000,0,0,0,0,0,0,4,208000
278,247000,867,38,1,1230215,0,0,1,40000,0,0,0,0,0,0,1,0
279,247000,814,32,0,0,0,0,1,390000,0,0,0,0,0,0,2,140000
280,247000,855,32,0,0,0,0,1,750000,0,0,0,0,0,0,1,0
281,247000,842,34,1,1513934,0,0,0,0,0,0,0,0,0,0,2,0
282,249000,845,36,0,0,1,1525788,0,0,0,0,0,0,0,0,2,195000
283,249000,853,35,0,0,1,1149889,0,0,0,0,0,0,0,0,1,0
284,250000,811,35,1,1432080,0,0,0,0,0,0,0,0,0,0,2,0
285,252000,853,55,0,0,0,0,0,0,1,500000,0,0,0,0,1,40000
286,253000,836,30,0,0,0,0,0,0,1,431690,0,0,0,0,1,101000
287,253000,888,45,1,700000,0,0,0,0,0,0,0,0,0,0,1,0
288,254000,776,43,0,0,0,0,1,304000,1,300000,0,0,0,0,4,134000
289,254000,807,47,0,0,0,0,0,0,1,64379,0,0,0,0,2,240000
290,254000,859,33,0,0,0,0,1,85000,0,0,0,0,0,0,1,0
291,255000,861,43,1,1561299,0,0,0,0,0,0,0,0,0,0,0,0
292,255000,825,35,0,0,0,0,1,75000,1,750000,0,0,0,0,1,153000
293,255000,825,34,0,0,0,0,1,400000,0,0,0,0,0,0,1,0
294,256000,864,46,0,0,0,0,0,0,2,950000,0,0,0,0,1,0
295,256000,736,34,4,12965220,2,5000000,0,0,1,1041950,1,900000,0,0,1,0
296,257000,870,32,1,1000000,0,0,0,0,0,0,0,0,0,0,1,0
297,258000,854,55,1,1582244,0,0,0,0,0,0,0,0,0,0,0,0
298,258000,845,32,1,1792000,0,0,0,0,0,0,0,0,0,0,1,0
299,260000,883,38,1,1188901,0,0,0,0,0,0,0,0,0,0,1,0
300,260000,816,33,2,2585168,0,0,0,0,0,0,0,0,0,0,2,0
301,261000,831,51,0,0,0,0,0,0,0,0,0,0,0,0,1,0
302,261000,853,38,1,1600000,0,0,0,0,0,0,0,0,0,0,1,0
303,261000,813,41,0,0,0,0,0,0,2,850000,0,0,0,0,1,0
304,261000,764,43,1,1600000,0,0,0,0,0,0,0,0,0,0,2,105000
305,261000,847,44,0,0,0,0,0,0,1,340000,0,0,0,0,1,0
306,261000,824,42,1,1600000,0,0,0,0,0,0,0,0,0,0,2,270000
307,261000,810,46,1,200000,0,0,0,0,0,0,0,0,0,0,2,97000
308,261000,861,37,1,1600000,0,0,0,0,0,0,0,0,0,0,0,0
309,261000,827,34,0,0,1,844618,0,0,0,0,0,0,0,0,1,0
310,263000,834,55,0,0,0,0,0,0,1,854432,0,0,0,0,2,45000
311,264000,848,49,0,0,0,0,0,0,2,860000,0,0,0,0,1,580861
312,264000,843,39,1,944025,0,0,0,0,1,356532,0,0,0,0,1,0
313,264000,842,36,1,950000,0,0,0,0,1,353636,0,0,0,0,1,0
314,265000,850,40,0,0,0,0,2,600000,0,0,0,0,0,0,0,0
315,266000,822,43,0,0,0,0,0,0,1,864482,0,0,0,0,2,166000
316,266000,839,37,0,0,0,0,1,500000,0,0,0,0,0,0,1,0
317,268000,760,38,1,1100000,0,0,0,0,0,0,0,0,0,0,2,0
318,268000,860,31,0,0,1,1490434,1,75000,0,0,0,0,0,0,3,177750
319,269000,861,32,0,0,0,0,0,0,0,0,0,0,0,0,2,60000
320,269000,837,50,0,0,0,0,0,0,0,0,0,0,0,0,2,108000
321,270000,851,35,1,1653000,1,1705148,0,0,0,0,0,0,0,0,2,0
322,271000,844,45,0,0,2,700000,0,0,1,400000,0,0,0,0,1,0
323,272000,865,28,0,0,0,0,2,475000,0,0,0,0,0,0,2,102000
324,274000,789,44,0,0,0,0,0,0,0,0,0,0,0,0,2,0
325,274000,837,37,0,0,0,0,0,0,0,0,0,0,0,0,1,0
326,275000,819,34,0,0,0,0,0,0,2,894000,0,0,0,0,1,0
327,275000,771,54,0,0,0,0,0,0,0,0,0,0,0,0,1,51000
328,276000,821,55,0,0,1,1690000,0,0,0,0,0,0,0,0,2,0
329,276000,849,35,0,0,0,0,2,410000,0,0,0,0,0,0,0,0
330,277000,811,42,0,0,1,865683,0,0,1,279596,0,0,0,0,2,145500
331,277000,868,54,0,0,0,0,0,0,0,0,0,0,0,0,1,75000
332,277000,869,37,0,0,0,0,0,0,0,0,0,0,0,0,2,69500
333,277000,839,44,0,0,0,0,0,0,0,0,0,0,0,0,1,0
334,277000,856,54,0,0,0,0,0,0,1,900000,0,0,0,0,2,200000
335,277000,851,34,0,0,0,0,0,0,1,400000,0,0,0,0,1,307000
336,277000,875,40,0,0,0,0,0,0,0,0,0,0,0,0,2,0
337,278000,835,36,0,0,1,1699999,0,0,0,0,0,0,0,0,1,25000
338,278000,892,54,1,1549137,0,0,1,75000,0,0,0,0,0,0,2,67000
339,278000,808,32,0,0,0,0,1,280000,0,0,0,0,0,0,1,0
340,278000,823,40,0,0,1,1700000,0,0,0,0,0,0,0,0,1,0
341,278000,746,35,1,1500000,0,0,0,0,0,0,0,0,0,0,2,37500
342,279000,821,32,0,0,0,0,0,0,1,507165,0,0,0,0,1,0
343,279000,828,43,0,0,0,0,0,0,0,0,0,0,0,0,1,30000
344,280000,843,33,0,0,1,1716593,0,0,0,0,0,0,0,0,2,369000
345,280000,834,34,0,0,0,0,0,0,0,0,0,0,0,0,2,0
346,280000,854,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0
347,280000,845,32,0,0,0,0,1,350000,0,0,0,0,0,0,4,170500
348,281000,865,49,0,0,0,0,0,0,0,0,0,0,0,0,2,0
349,281000,840,52,0,0,0,0,0,0,1,550000,0,0,0,0,1,0
350,281000,859,52,1,1720778,0,0,0,0,0,0,0,0,0,0,2,207000
351,282000,861,48,0,0,0,0,0,0,0,0,0,0,0,0,1,44000
352,283000,814,31,0,0,0,0,2,860104,0,0,0,0,0,0,2,172500
353,284000,843,33,1,1600000,0,0,1,70000,0,0,0,0,0,0,2,0
354,284000,856,39,1,1540000,0,0,1,100000,0,0,0,0,0,0,5,105000
355,284000,824,32,0,0,0,0,1,75000,0,0,0,0,0,0,3,304000
356,285000,843,34,0,0,0,0,0,0,0,0,0,0,0,0,2,0
357,286000,838,46,1,1750000,0,0,0,0,0,0,0,0,0,0,2,0
358,286000,852,41,1,1250000,0,0,1,250000,0,0,0,0,0,0,2,240000
359,287000,798,42,0,0,0,0,0,0,0,0,0,0,0,0,1,0
